ibrand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url
Toyota,Proace City Verso L1 50 kWh,135,50.0,Lithium-ion,,260,220,210,11.2,,CCS,,597,5,FWD,,4403,1848,1880,,https://ev-database.org/car/1779/Toyota-Proace-City-Verso-L1-50-kWh
Toyota,Proace City Verso L2 50 kWh,132,52.0,Lithium-ion,,260,217,230,11.7,,CCS,,1050,7,FWD,,4753,1921,1814,,https://ev-database.org/car/2166/Toyota-Proace-City-Verso-L2-50-kWh
Toyota,Proace Shuttle L 50 kWh,130,50.0,Lithium-ion,,260,257,180,12.1,,CCS,,980,9,FWD,,5308,1920,1890,,https://ev-database.org/car/1610/Toyota-Proace-Shuttle-L-50-kWh
Toyota,Proace Shuttle L 75 kWh,130,75.0,Lithium-ion,,260,260,265,13.1,,CCS,,980,9,FWD,,5306,1920,1890,,https://ev-database.org/car/1612/Toyota-Proace-Shuttle-L-75-kWh
Toyota,Proace Shuttle M 50 kWh,130,50.0,Lithium-ion,,260,250,185,12.1,,CCS,,550,9,FWD,,4959,1920,1890,,https://ev-database.org/car/1609/Toyota-Proace-Shuttle-M-50-kWh
Toyota,PROACE Verso L 75 kWh,130,68.0,Lithium-ion,324,260,204,260,13.3,79,CCS,1000,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2267/Toyota-PROACE-Verso-L-75-kWh
Toyota,PROACE Verso M 50 kWh,130,46.3,Lithium-ion,216,260,217,180,12.1,78,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2264/Toyota-PROACE-Verso-M-50-kWh
Toyota,PROACE Verso M 75 kWh,130,68.0,Lithium-ion,324,260,202,260,13.3,79,CCS,1000,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2266/Toyota-PROACE-Verso-M-75-kWh
VinFast,VF 8 Eco Extended Range,200,87.7,Lithium-ion,,500,186,405,5.9,120,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1807/VinFast-VF-8-Eco-Extended-Range
VinFast,VF 8 Plus Extended Range,200,87.7,Lithium-ion,,620,196,400,5.5,120,CCS,1800,376,5,AWD,JD - Large,4750,1934,1667,SUV,https://ev-database.org/car/1809/VinFast-VF-8-Plus-Extended-Range
Volkswagen,Caddy4,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,Crafter,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,e Caravelle L1 210 kW 64 kWh,150,68.0,Lithium-ion,,415,260,245,7.4,,CCS,,800,9,RWD,,5050,1999,1963,,https://ev-database.org/car/3317/Volkswagen-e-Caravelle-L1-210-kW-64-kWh
Volkswagen,e Caravelle L2 100 kW 64 kWh,112,68.0,Lithium-ion,,415,260,245,12.8,,CCS,,1000,9,RWD,,5450,1999,1968,,https://ev-database.org/car/3318/Volkswagen-e-Caravelle-L2-100-kW-64-kWh
Volkswagen,e Caravelle L2 160 kW 64 kWh,150,68.0,Lithium-ion,,415,260,245,8.6,,CCS,,1000,9,RWD,,5450,1999,1968,,https://ev-database.org/car/3319/Volkswagen-e-Caravelle-L2-160-kW-64-kWh
Volkswagen,e Caravelle L2 210 kW 64 kWh,150,68.0,Lithium-ion,,415,260,245,7.4,,CCS,,1000,9,RWD,,5450,1999,1968,,https://ev-database.org/car/3320/Volkswagen-e-Caravelle-L2-210-kW-64-kWh
Volkswagen,e Golf,150,35.8,Lithium-ion,,290,168,190,9.6,,CCS,,341,5,FWD,,4270,1799,1450,,https://ev-database.org/car/1087/Volkswagen-e-Golf
Volkswagen,e Transporter Kombi L1 100 kW 64 kWh,112,68.0,Lithium-ion,,415,250,255,12.8,,CCS,,800,9,RWD,,5050,1999,1970,,https://ev-database.org/car/3309/Volkswagen-e-Transporter-Kombi-L1-100-kW-64-kWh
Volkswagen,e Transporter Kombi L1 160 kW 64 kWh,150,68.0,Lithium-ion,,415,250,255,8.6,,CCS,,800,9,RWD,,5050,1999,1970,,https://ev-database.org/car/3310/Volkswagen-e-Transporter-Kombi-L1-160-kW-64-kWh
Volkswagen,e Transporter Kombi L1 210 kW 64 kWh,150,68.0,Lithium-ion,,415,250,255,7.4,,CCS,,800,9,RWD,,5050,1999,1970,,https://ev-database.org/car/3311/Volkswagen-e-Transporter-Kombi-L1-210-kW-64-kWh
Volkswagen,e Transporter Kombi L2 100 kW 64 kWh,112,68.0,Lithium-ion,,415,255,250,12.8,,CCS,,1000,9,RWD,,5450,1999,1980,,https://ev-database.org/car/3312/Volkswagen-e-Transporter-Kombi-L2-100-kW-64-kWh
Volkswagen,e Transporter Kombi L2 160 kW 64 kWh,150,68.0,Lithium-ion,,415,255,250,8.6,,CCS,,1000,9,RWD,,5450,1999,1980,,https://ev-database.org/car/3313/Volkswagen-e-Transporter-Kombi-L2-160-kW-64-kWh
Volkswagen,e Transporter Kombi L2 210 kW 64 kWh,150,68.0,Lithium-ion,,415,255,250,7.4,,CCS,,1000,9,RWD,,5450,1999,1980,,https://ev-database.org/car/3314/Volkswagen-e-Transporter-Kombi-L2-210-kW-64-kWh
Volkswagen,e Up,130,36.8,Lithium-ion,,210,158,205,11.9,,CCS,,250,4,FWD,,3600,1645,1492,,https://ev-database.org/car/1650/Volkswagen-e-Up
Volkswagen,Golf,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,GolfFL,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID 3,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID 4,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID 5,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID 7,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID Buzz,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,ID Buzz LWB GTX ,160,91.0,Lithium-ion,,560,226,380,6.5,,CCS,,1340,7,AWD,,4960,1985,1927,,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-
Volkswagen,ID Buzz LWB Pro,160,91.0,Lithium-ion,,560,221,390,7.9,,CCS,,1340,7,RWD,,4962,1985,1924,,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro
Volkswagen,ID Buzz NWB GTX,160,84.0,Lithium-ion,,560,219,360,6.5,,CCS,,1121,6,AWD,,4712,1985,1925,,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX
Volkswagen,ID Buzz NWB Pro,160,84.0,Lithium-ion,,560,214,370,7.6,,CCS,,1121,6,RWD,,4712,1985,1927,,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro
Volkswagen,ID Buzz NWB Pure,145,63.0,Lithium-ion,,310,223,265,10.7,,CCS,,1121,6,RWD,,4712,1985,1927,,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure
Volkswagen,ID Buzz Pro,145,82.0,Lithium-ion,,310,223,345,10.2,,CCS,,1121,5,RWD,,4712,1985,1927,,https://ev-database.org/car/1651/Volkswagen-ID-Buzz-Pro
Volkswagen,ID. Buzz LWB GTX,160,86.0,Lithium-ion,312,560,182,350,6.5,145,CCS,1600,1340,7,AWD,N - Passenger Van,4960,1985,1927,Small Passenger Van,https://ev-database.org/car/2157/Volkswagen-ID-Buzz-LWB-GTX-
Volkswagen,ID. Buzz LWB Pro,160,86.0,Lithium-ion,312,560,190,370,7.9,145,CCS,1000,1340,7,RWD,N - Passenger Van,4962,1985,1924,Small Passenger Van,https://ev-database.org/car/2154/Volkswagen-ID-Buzz-LWB-Pro
Volkswagen,ID. Buzz NWB GTX,160,79.0,Lithium-ion,288,560,194,330,6.5,135,CCS,1800,1121,6,AWD,N - Passenger Van,4712,1985,1925,Small Passenger Van,https://ev-database.org/car/2156/Volkswagen-ID-Buzz-NWB-GTX
Volkswagen,ID. Buzz NWB Pro,160,79.0,Lithium-ion,288,560,187,360,7.6,135,CCS,1200,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/2232/Volkswagen-ID-Buzz-NWB-Pro
Volkswagen,ID. Buzz NWB Pure,145,59.0,Lithium-ion,216,310,178,275,10.7,110,CCS,1000,1121,6,RWD,N - Passenger Van,4712,1985,1927,Small Passenger Van,https://ev-database.org/car/3119/Volkswagen-ID-Buzz-NWB-Pure
Volkswagen,ID.3 GTX,180,79.0,Lithium-ion,288,545,131,470,5.9,135,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
Volkswagen,ID.3 GTX Performance,200,79.0,Lithium-ion,288,545,131,465,5.6,135,CCS,0,385,5,RWD,C - Medium,4322,1809,1538,Hatchback,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
Volkswagen,ID.3 Pro,160,59.0,Lithium-ion,216,310,136,365,7.6,110,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
Volkswagen,ID.3 Pro S,160,77.0,Lithium-ion,288,310,138,465,7.1,120,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
Volkswagen,ID.3 Pure,160,52.0,Lithium-ion,192,310,134,325,8.2,90,CCS,0,385,5,RWD,C - Medium,4264,1809,1564,Hatchback,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
Volkswagen,ID.4 GTX,180,77.0,Lithium-ion,288,679,152,420,5.4,120,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
Volkswagen,ID.4 Pro,180,77.0,Lithium-ion,288,545,149,445,6.7,120,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
Volkswagen,ID.4 Pro 4MOTION,180,77.0,Lithium-ion,288,679,155,435,6.6,120,CCS,1200,543,5,AWD,JC - Medium,4584,1852,1631,SUV,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
Volkswagen,ID.4 Pure,160,52.0,Lithium-ion,192,310,143,285,9.0,87,CCS,1000,543,5,RWD,JC - Medium,4584,1852,1640,SUV,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
Volkswagen,ID.5 GTX,180,77.0,Lithium-ion,288,679,144,430,5.5,120,CCS,1200,549,5,AWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
Volkswagen,ID.5 Pro,180,77.0,Lithium-ion,288,545,138,460,6.7,120,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
Volkswagen,ID.5 Pure,160,52.0,Lithium-ion,288,310,142,320,8.9,87,CCS,1000,549,5,RWD,JC - Medium,4599,1852,1615,SUV,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
Volkswagen,ID.7 GTX,180,86.0,Lithium-ion,312,560,145,500,5.4,145,CCS,1200,532,5,AWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
Volkswagen,ID.7 Pro,180,77.0,Lithium-ion,288,550,132,475,6.5,125,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
Volkswagen,ID.7 Pro S,180,86.0,Lithium-ion,312,550,133,525,6.6,145,CCS,1000,532,5,RWD,E - Executive,4961,1862,1536,Liftback Sedan,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
Volkswagen,ID.7 Tourer GTX,180,86.0,Lithium-ion,312,560,147,500,5.5,145,CCS,1200,605,5,AWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
Volkswagen,ID.7 Tourer Pro,180,77.0,Lithium-ion,288,550,146,470,6.6,125,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
Volkswagen,ID.7 Tourer Pro S,180,86.0,Lithium-ion,312,550,125,520,6.7,145,CCS,1000,605,5,RWD,E - Executive,4961,1862,1536,Station/Estate,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
Volkswagen,ID3 1st,160,62.0,Lithium-ion,,310,166,350,7.3,,CCS,,385,5,RWD,,4261,1809,1568,,https://ev-database.org/car/1300/Volkswagen-ID3-1st
Volkswagen,ID3 GTX,180,84.0,Lithium-ion,,545,168,470,5.9,,CCS,,385,5,RWD,,4322,1809,1538,,https://ev-database.org/car/2152/Volkswagen-ID3-GTX
Volkswagen,ID3 GTX Performance,200,84.0,Lithium-ion,,545,170,465,5.6,,CCS,,385,5,RWD,,4322,1809,1538,,https://ev-database.org/car/2153/Volkswagen-ID3-GTX-Performance
Volkswagen,ID3 Pro,160,63.0,Lithium-ion,,310,162,365,7.6,,CCS,,385,5,RWD,,4264,1809,1564,,https://ev-database.org/car/2213/Volkswagen-ID3-Pro
Volkswagen,ID3 Pro Performance,160,62.0,Lithium-ion,,310,166,350,7.3,,CCS,,385,5,RWD,,4261,1809,1568,,https://ev-database.org/car/1532/Volkswagen-ID3-Pro-Performance
Volkswagen,ID3 Pro S,160,82.0,Lithium-ion,,310,166,465,7.1,,CCS,,385,5,RWD,,4264,1809,1564,,https://ev-database.org/car/2210/Volkswagen-ID3-Pro-S
Volkswagen,ID3 Pro S   4 Seats,160,82.0,Lithium-ion,,310,171,450,7.9,,CCS,,385,4,RWD,,4261,1809,1568,,https://ev-database.org/car/1533/Volkswagen-ID3-Pro-S---4-Seats
Volkswagen,ID3 Pro S   5 Seats,160,82.0,Lithium-ion,,310,171,450,7.9,,CCS,,385,5,RWD,,4261,1809,1568,,https://ev-database.org/car/1534/Volkswagen-ID3-Pro-S---5-Seats
Volkswagen,ID3 Pure,160,55.0,Lithium-ion,,310,160,325,8.2,,CCS,,385,5,RWD,,4264,1809,1564,,https://ev-database.org/car/2214/Volkswagen-ID3-Pure
Volkswagen,ID3 Pure Performance,160,55.0,Lithium-ion,,310,164,275,8.9,,CCS,,385,5,RWD,,4261,1809,1568,,https://ev-database.org/car/1127/Volkswagen-ID3-Pure-Performance
Volkswagen,ID4 1st,160,82.0,Lithium-ion,,310,188,410,8.5,,CCS,,543,5,RWD,,4584,1852,1631,,https://ev-database.org/car/1273/Volkswagen-ID4-1st
Volkswagen,ID4 GTX,180,82.0,Lithium-ion,,679,183,420,5.4,,CCS,,543,5,AWD,,4584,1852,1631,,https://ev-database.org/car/2030/Volkswagen-ID4-GTX
Volkswagen,ID4 Pro,180,82.0,Lithium-ion,,545,173,445,6.7,,CCS,,543,5,RWD,,4584,1852,1631,,https://ev-database.org/car/2028/Volkswagen-ID4-Pro
Volkswagen,ID4 Pro 4MOTION,180,82.0,Lithium-ion,,679,177,435,6.6,,CCS,,543,5,AWD,,4584,1852,1631,,https://ev-database.org/car/2029/Volkswagen-ID4-Pro-4MOTION
Volkswagen,ID4 Pro Performance,160,82.0,Lithium-ion,,310,188,410,8.5,,CCS,,543,5,RWD,,4584,1852,1631,,https://ev-database.org/car/1314/Volkswagen-ID4-Pro-Performance
Volkswagen,ID4 Pure,160,55.0,Lithium-ion,,310,182,285,9.0,,CCS,,543,5,RWD,,4584,1852,1640,,https://ev-database.org/car/2027/Volkswagen-ID4-Pure
Volkswagen,ID4 Pure Performance,160,55.0,Lithium-ion,,310,182,285,9.0,,CCS,,543,5,RWD,,4584,1852,1640,,https://ev-database.org/car/1411/Volkswagen-ID4-Pure-Performance
Volkswagen,ID5 GTX,180,82.0,Lithium-ion,,679,179,430,5.5,,CCS,,549,5,AWD,,4599,1852,1615,,https://ev-database.org/car/2033/Volkswagen-ID5-GTX
Volkswagen,ID5 Pro,180,82.0,Lithium-ion,,545,167,460,6.7,,CCS,,549,5,RWD,,4599,1852,1615,,https://ev-database.org/car/2031/Volkswagen-ID5-Pro
Volkswagen,ID5 Pro Performance,160,82.0,Lithium-ion,,310,179,430,8.4,,CCS,,549,5,RWD,,4599,1852,1615,,https://ev-database.org/car/1913/Volkswagen-ID5-Pro-Performance
Volkswagen,ID5 Pure,160,55.0,Lithium-ion,,310,163,320,8.9,,CCS,,549,5,RWD,,4599,1852,1615,,https://ev-database.org/car/3080/Volkswagen-ID5-Pure
Volkswagen,ID7 GTX,180,91.0,Lithium-ion,,560,172,500,5.4,,CCS,,532,5,AWD,,4961,1862,1536,,https://ev-database.org/car/2216/Volkswagen-ID7-GTX
Volkswagen,ID7 Pro,180,82.0,Lithium-ion,,550,162,475,6.5,,CCS,,532,5,RWD,,4961,1862,1536,,https://ev-database.org/car/1839/Volkswagen-ID7-Pro
Volkswagen,ID7 Pro S,180,91.0,Lithium-ion,,550,164,525,6.6,,CCS,,532,5,RWD,,4961,1862,1536,,https://ev-database.org/car/1840/Volkswagen-ID7-Pro-S
Volkswagen,ID7 Tourer GTX,180,91.0,Lithium-ion,,560,172,500,5.5,,CCS,,605,5,AWD,,4961,1862,1536,,https://ev-database.org/car/2158/Volkswagen-ID7-Tourer-GTX
Volkswagen,ID7 Tourer Pro,180,82.0,Lithium-ion,,550,164,470,6.6,,CCS,,605,5,RWD,,4961,1862,1551,,https://ev-database.org/car/2118/Volkswagen-ID7-Tourer-Pro
Volkswagen,ID7 Tourer Pro S,180,91.0,Lithium-ion,,550,165,520,6.7,,CCS,,605,5,RWD,,4961,1862,1551,,https://ev-database.org/car/2119/Volkswagen-ID7-Tourer-Pro-S
Volkswagen,Transporter,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,up,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volkswagen,up I,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volvo,C40 Recharge Pure Electric,160,69.0,Lithium-ion,,330,200,335,7.4,,CCS,,419,5,FWD,,4440,1873,1596,,https://ev-database.org/car/1655/Volvo-C40-Recharge-Pure-Electric
Volvo,C40 Recharge Single Motor,180,69.0,Lithium-ion,,420,186,355,7.3,,CCS,,419,5,RWD,,4440,1873,1596,,https://ev-database.org/car/1799/Volvo-C40-Recharge-Single-Motor
Volvo,C40 Recharge Single Motor ER,180,82.0,Lithium-ion,,420,188,420,7.3,,CCS,,419,5,RWD,,4440,1873,1596,,https://ev-database.org/car/1800/Volvo-C40-Recharge-Single-Motor-ER
Volvo,C40 Recharge Twin Motor,180,82.0,Lithium-ion,,670,198,400,4.7,,CCS,,419,5,AWD,,4440,1873,1596,,https://ev-database.org/car/1801/Volvo-C40-Recharge-Twin-Motor
Volvo,C40 Recharge Twin Pure Electric,180,78.0,Lithium-ion,,660,208,360,4.7,,CCS,,419,5,AWD,,4440,1873,1596,,https://ev-database.org/car/1421/Volvo-C40-Recharge-Twin-Pure-Electric
Volvo,EC40 Single Motor,180,70.0,Lithium-ion,,420,186,360,7.3,,CCS,,404,5,RWD,,4440,1873,1596,,https://ev-database.org/car/2123/Volvo-EC40-Single-Motor
Volvo,EC40 Single Motor (MY26),180,67.0,Lithium-ion,,420,151,360,7.3,110,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3154/Volvo-EC40-Single-Motor
Volvo,EC40 Single Motor ER,180,82.0,Lithium-ion,,420,188,420,7.3,,CCS,,404,5,RWD,,4440,1873,1596,,https://ev-database.org/car/2124/Volvo-EC40-Single-Motor-ER
Volvo,EC40 Single Motor ER (MY26),180,79.0,Lithium-ion,324,420,146,420,7.3,125,CCS,1500,404,5,RWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3155/Volvo-EC40-Single-Motor-ER
Volvo,EC40 Twin Motor,180,82.0,Lithium-ion,,670,198,400,4.8,,CCS,,404,5,AWD,,4440,1873,1596,,https://ev-database.org/car/2137/Volvo-EC40-Twin-Motor
Volvo,EC40 Twin Motor (MY26),180,79.0,Lithium-ion,324,670,155,400,4.8,125,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3156/Volvo-EC40-Twin-Motor
Volvo,EC40 Twin Motor Performance,180,82.0,Lithium-ion,,670,198,400,4.6,,CCS,,404,5,AWD,,4440,1873,1596,,https://ev-database.org/car/2125/Volvo-EC40-Twin-Motor-Performance
Volvo,EC40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324,670,155,400,4.6,125,CCS,1800,404,5,AWD,JC - Medium,4440,1873,1596,SUV,https://ev-database.org/car/3157/Volvo-EC40-Twin-Motor-Performance
Volvo,ES90 Single Motor,180,92.0,Lithium-ion,,480,181,485,6.6,,CCS,,446,5,RWD,,5000,1942,1546,,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
Volvo,ES90 Single Motor (MY26),180,88.0,Lithium-ion,,480,135,485,6.9,190,CCS,1600,446,5,RWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3128/Volvo-ES90-Single-Motor
Volvo,ES90 Twin Motor,180,106.0,Lithium-ion,,670,192,530,5.5,,CCS,,446,5,AWD,,5000,1942,1546,,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
Volvo,ES90 Twin Motor (MY26),180,102.0,Lithium-ion,,670,146,530,5.5,225,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3129/Volvo-ES90-Twin-Motor
Volvo,ES90 Twin Motor Performance,180,106.0,Lithium-ion,,870,192,530,4.0,,CCS,,446,5,AWD,,5000,1942,1546,,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
Volvo,ES90 Twin Motor Performance (MY26),180,102.0,Lithium-ion,,870,146,530,4.0,225,CCS,2000,446,5,AWD,F - Luxury,5000,1942,1546,Liftback Sedan,https://ev-database.org/car/3130/Volvo-ES90-Twin-Motor-Performance
Volvo,EX30 Cross Country,180,69.0,Lithium-ion,,543,197,330,3.7,,CCS,,318,5,AWD,,4233,1837,1573,,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
Volvo,EX30 Cross Country (MY26),180,65.0,Lithium-ion,,543,152,330,3.7,114,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1573,SUV,https://ev-database.org/car/3118/Volvo-EX30-Cross-Country
Volvo,EX30 Single Motor,180,51.0,Lithium-ion,,343,178,275,5.7,,CCS,,318,5,RWD,,4233,1837,1549,,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
Volvo,EX30 Single Motor (MY24-26),180,49.0,Lithium-ion,,343,147,275,5.7,80,CCS,1000,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1909/Volvo-EX30-Single-Motor
Volvo,EX30 Single Motor ER,180,69.0,Lithium-ion,,343,178,365,5.3,,CCS,,318,5,RWD,,4233,1837,1549,,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
Volvo,EX30 Single Motor ER (MY24-26),180,65.0,Lithium-ion,,343,138,365,5.3,113,CCS,1600,318,5,RWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER
Volvo,EX30 Twin Motor Performance,180,69.0,Lithium-ion,,543,191,340,3.6,,CCS,,318,5,AWD,,4233,1837,1549,,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
Volvo,EX30 Twin Motor Performance (MY24-26),180,65.0,Lithium-ion,,543,145,340,3.6,113,CCS,1600,318,5,AWD,JB - Compact,4233,1837,1549,SUV,https://ev-database.org/car/1911/Volvo-EX30-Twin-Motor-Performance
Volvo,EX40 Single Motor,180,70.0,Lithium-ion,,420,194,345,7.3,,CCS,,410,5,RWD,,4440,1863,1652,,https://ev-database.org/car/2120/Volvo-EX40-Single-Motor
Volvo,EX40 Single Motor (MY26),180,67.0,Lithium-ion,,420,154,345,7.3,110,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3158/Volvo-EX40-Single-Motor
Volvo,EX40 Single Motor ER,180,82.0,Lithium-ion,,420,198,400,7.3,,CCS,,410,5,RWD,,4440,1863,1652,,https://ev-database.org/car/2121/Volvo-EX40-Single-Motor-ER
Volvo,EX40 Single Motor ER (MY26),180,79.0,Lithium-ion,324,420,152,400,7.3,125,CCS,1500,410,5,RWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3159/Volvo-EX40-Single-Motor-ER
Volvo,EX40 Twin Motor,180,82.0,Lithium-ion,,670,205,385,4.8,,CCS,,410,5,AWD,,4440,1863,1652,,https://ev-database.org/car/2136/Volvo-EX40-Twin-Motor
Volvo,EX40 Twin Motor (MY26),180,79.0,Lithium-ion,324,670,163,385,4.8,125,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3160/Volvo-EX40-Twin-Motor
Volvo,EX40 Twin Motor Performance,180,82.0,Lithium-ion,,670,205,385,4.6,,CCS,,410,5,AWD,,4440,1863,1652,,https://ev-database.org/car/2122/Volvo-EX40-Twin-Motor-Performance
Volvo,EX40 Twin Motor Performance (MY26),180,79.0,Lithium-ion,324,670,163,385,4.6,125,CCS,1800,410,5,AWD,JC - Medium,4440,1863,1652,SUV,https://ev-database.org/car/3161/Volvo-EX40-Twin-Motor-Performance
Volvo,EX90 Single Motor,180,104.0,Lithium-ion,,490,206,485,8.4,,CCS,,669,7,RWD,,5037,1964,1744,,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor
Volvo,EX90 Single Motor (MY24-26),180,100.0,Lithium-ion,192,490,182,460,8.4,140,CCS,1200,310,7,RWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1950/Volvo-EX90-Single-Motor
Volvo,EX90 Twin Motor,180,111.0,Lithium-ion,,770,212,505,5.9,,CCS,,669,7,AWD,,5037,1964,1744,,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor
Volvo,EX90 Twin Motor (MY24-26),180,107.0,Lithium-ion,204,770,188,470,5.9,150,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1775/Volvo-EX90-Twin-Motor
Volvo,EX90 Twin Motor Performance,180,111.0,Lithium-ion,,910,221,485,4.9,,CCS,,669,7,AWD,,5037,1964,1744,,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance
Volvo,EX90 Twin Motor Performance (MY24-26),180,107.0,Lithium-ion,204,910,188,455,4.9,150,CCS,2200,310,7,AWD,JF - Luxury,5037,1964,1744,SUV,https://ev-database.org/car/1776/Volvo-EX90-Twin-Motor-Performance
Volvo,XC40,,,Lithium-ion,,,,,,,CCS,,,5,,,,,,,
Volvo,XC40 P8 AWD Recharge,180,78.0,Lithium-ion,,660,224,335,4.9,,CCS,,419,5,AWD,,4425,1873,1651,,https://ev-database.org/car/1188/Volvo-XC40-P8-AWD-Recharge
Volvo,XC40 Recharge Pure Electric,160,69.0,Lithium-ion,,330,220,305,7.4,,CCS,,419,5,FWD,,4425,1873,1652,,https://ev-database.org/car/1539/Volvo-XC40-Recharge-Pure-Electric
Volvo,XC40 Recharge Single Motor,180,69.0,Lithium-ion,,420,194,340,7.3,,CCS,,410,5,RWD,,4440,1863,1651,,https://ev-database.org/car/1796/Volvo-XC40-Recharge-Single-Motor
